SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,CLV,ChargesRatio,ServiceCount,HasTechSupport,HasSecurityServices,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureGroup_1-2 years,TenureGroup_2-4 years,TenureGroup_4+ years,TenureGroup_6-12 months,ChargesCategory_Low,ChargesCategory_Medium
0,1,1,65,1,1,69.55,4459.15,0,4520.75,0.986373942376818,6,0,1,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True
0,1,1,57,1,0,19.5,1167.6,0,1111.5,1.0504723346828608,1,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False
0,0,0,3,1,1,74.75,238.1,0,224.25,1.0617614269788183,3,0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,0,2,1,0,69.65,145.15,1,139.3,1.0419956927494616,2,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0,0,0,49,0,1,30.2,1453.1,0,1479.8,0.9819570212190837,2,0,1,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0,0,4,1,0,45.65,191.05,1,182.6,1.0462760131434832,2,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0,1,0,70,0,0,57.8,4039.3,0,4046.0,0.9983440434997529,6,1,1,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True
0,1,1,53,1,1,19.85,1039.45,0,1052.0500000000002,0.9880233829190627,1,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False
0,1,1,53,1,0,25.55,1336.1,0,1354.15,0.9866706051766789,2,0,0,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False
0,0,0,1,1,1,75.05,75.05,1,75.05,1.0,3,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,0,22,1,1,24.85,493.4,0,546.7,0.9025059447594658,2,0,0,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False
1,0,0,52,0,1,49.15,2550.9,1,2555.7999999999997,0.9980827920807577,4,0,1,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
1,0,0,65,1,1,110.35,7246.15,0,7172.75,1.0102331741661148,8,1,1,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False
0,0,0,48,1,0,24.55,1203.95,0,1178.4,1.02168194161575,2,0,0,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False
0,0,0,2,0,1,34.7,62.25,1,69.4,0.8969740634005763,2,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
0,0,0,3,1,0,107.95,313.6,0,323.85,0.9683495445422263,7,0,1,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
0,1,0,45,1,0,81.4,3775.85,0,3663.0000000000005,1.0308080808080806,4,0,1,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,1,1,1,1,0,80.0,80.0,1,80.0,1.0,3,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
0,1,1,61,1,1,73.8,4616.05,0,4501.8,1.0253787373939314,6,1,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False
0,0,0,3,1,1,64.4,195.65,0,193.20000000000002,1.0126811594202898,5,1,1,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
1,0,0,40,1,1,103.75,4188.4,0,4150.0,1.0092530120481926,7,1,1,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False
0,0,0,1,1,0,71.1,71.1,0,71.1,1.0,2,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,0,1,1,1,49.9,49.9,0,49.9,1.0,3,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0,0,0,51,1,1,24.6,1266.4,0,1254.6000000000001,1.0094053881715288,2,0,0,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False
1,0,0,2,1,1,49.25,91.1,1,98.5,0.9248730964467005,3,0,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0,0,0,52,0,0,30.1,1623.4,0,1565.2,1.037183746486072,2,0,1,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
0,0,0,51,1,0,83.4,4149.45,0,4253.400000000001,0.9755607278882774,4,0,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0,0,0,1,1,1,20.45,20.45,0,20.45,1.0,1,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
0,1,1,31,1,1,75.25,2344.5,0,2332.75,1.0050369735290965,7,1,1,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
0,0,1,47,1,0,20.55,1013.05,0,965.85,1.0488688719780503,1,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False
0,0,0,3,1,1,75.1,270.7,1,225.29999999999998,1.201509098979139,3,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,0,0,22,1,1,20.05,417.0,0,441.1,0.9453638630695986,1,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False
0,1,0,1,1,1,20.65,20.65,0,20.65,1.0,1,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
0,1,0,72,1,1,85.15,6316.2,0,6130.8,1.0302407516147973,8,1,1,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False
0,1,1,3,1,1,50.15,168.15,1,150.45,1.1176470588235294,3,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,1,1,47,1,1,84.95,4018.05,0,3992.65,1.0063616896046486,4,0,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
0,1,1,72,1,1,66.5,4811.6,0,4788.0,1.0049289891395154,6,1,1,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True
0,1,1,66,1,1,63.3,4189.7,0,4177.8,1.0028483891043132,5,0,1,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True
0,0,0,35,1,0,83.15,2848.45,0,2910.25,0.9787647109354866,4,0,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
0,0,0,29,1,1,84.9,2516.2,0,2462.1000000000004,1.0219731123837372,4,0,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
0,0,0,2,1,1,20.55,33.6,0,41.1,0.8175182481751825,1,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
0,0,0,4,1,0,49.25,208.45,0,197.0,1.0581218274111674,3,0,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0,0,25,1,1,79.85,2015.35,1,1996.2499999999998,1.0095679398872888,4,0,1,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,0,65,1,1,59.6,3739.8,0,3874.0,0.965358802271554,5,1,1,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
1,0,0,27,1,1,104.65,2964.0,0,2825.55,1.048999309868875,7,1,1,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False
0,1,0,29,1,1,75.3,2263.4,0,2183.7,1.0364976874112746,3,0,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0,1,1,29,1,0,80.1,2211.8,0,2322.8999999999996,0.9521718541478327,7,0,1,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False
0,0,0,1,1,0,19.55,19.55,1,19.55,1.0,1,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
0,1,0,20,1,1,81.0,1683.7,0,1620.0,1.039320987654321,4,1,1,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
0,0,0,58,1,1,24.7,1519.0,0,1432.6,1.0603099260086557,2,0,0,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False
0,0,1,14,1,1,86.0,1164.05,0,1204.0,0.9668189368770764,5,1,1,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
0,1,0,72,1,0,25.4,1710.9,0,1828.8,0.9355314960629922,2,0,0,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False
0,0,0,46,1,1,89.15,4245.55,0,4100.900000000001,1.0352727450071935,5,0,1,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
0,1,0,71,0,0,58.25,4145.9,0,4135.75,1.0024542102399805,6,1,1,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True
0,0,0,32,1,1,85.65,2664.3,0,2740.8,0.9720884413309983,4,0,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0,0,0,26,0,1,50.35,1277.5,0,1309.1000000000001,0.9758612787411197,4,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True
1,1,0,68,1,1,80.35,5589.3,0,5463.799999999999,1.022969361982503,4,0,1,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0,1,1,2,1,0,20.2,34.75,0,40.4,0.8601485148514851,1,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False
0,1,1,61,1,0,20.55,1305.95,0,1253.55,1.0418012843524391,1,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False
0,1,1,4,1,1,85.95,381.3,1,343.8,1.1090750436300174,4,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
0,0,0,3,1,1,45.35,141.5,1,136.05,1.040058801911062,2,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,1,0,33,1,1,94.5,3105.55,1,3118.5,0.9958473625140293,5,0,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False
1,1,0,9,1,1,21.25,204.55,0,191.25,1.0695424836601308,1,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False
0,0,0,22,1,0,26.25,605.9,0,577.5,1.0491774891774892,2,0,0,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False
0,1,1,5,1,1,80.85,356.1,0,404.25,0.8808905380333952,3,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1,0,0,30,1,0,91.7,2758.15,1,2751.0,1.0025990548891313,6,0,1,False,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0,0,0,65,1,1,74.2,4805.65,0,4823.0,0.9964026539498236,7,1,1,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False
0,0,0,45,1,1,87.25,3941.7,1,3926.25,1.003935052531041,5,1,1,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
0,0,0,5,1,0,20.35,92.75,0,101.75,0.9115479115479116,1,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
0,1,1,25,1,1,75.5,1901.05,0,1887.5,1.0071788079470199,3,0,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
0,1,1,72,1,0,79.05,5730.7,0,5691.599999999999,1.0068697729988054,4,0,1,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0,1,0,27,1,0,90.15,2423.4,0,2434.05,0.9956245763234116,5,0,1,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0,1,1,32,0,0,50.6,1653.45,0,1619.2,1.0211524209486167,4,0,1,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True
0,0,0,30,1,0,110.45,3327.05,0,3313.5,1.0040893315225592,8,1,1,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False
0,1,0,70,1,0,101.0,7085.5,0,7070.0,1.0021923620933522,7,1,1,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False
1,0,0,42,1,1,79.35,3344.1,0,3332.7,1.0034206499234855,4,0,1,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,1,0,72,1,1,89.85,6697.35,0,6469.2,1.0352671118530885,9,1,1,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False
0,0,0,47,1,1,65.0,2879.9,0,3055.0,0.942684124386252,6,1,1,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True
0,0,0,2,1,1,80.45,137.1,0,160.9,0.8520820385332504,4,0,1,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,0,10,1,0,98.55,1008.55,1,985.5,1.0233891425672248,6,0,1,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
0,1,1,61,1,1,24.1,1551.6,0,1470.1000000000001,1.0554384055506427,2,0,0,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False
0,0,0,5,1,1,44.05,202.15,0,220.25,0.9178206583427924,2,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1,1,0,72,1,1,110.8,7882.25,0,7977.599999999999,0.988047783794625,8,1,1,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False
1,1,1,72,1,1,114.95,8196.4,0,8276.4,0.9903339616258277,9,1,1,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False
1,0,0,3,1,0,75.05,202.9,0,225.14999999999998,0.9011769931157008,3,0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,1,0,48,1,0,19.25,855.1,0,924.0,0.9254329004329005,1,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False
0,0,0,63,1,1,90.05,5817.0,0,5673.15,1.025356283546178,5,1,1,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False
0,0,0,27,1,1,56.7,1652.95,0,1530.9,1.0797243451564438,4,0,1,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
0,1,1,70,1,1,80.15,5600.15,0,5610.5,0.9981552446306032,7,0,1,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False
0,1,1,7,1,1,71.35,515.75,0,499.44999999999993,1.0326358994894385,6,1,1,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
0,0,1,0,1,0,20.25,0.0,0,0.0,0.0,1,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0,1,0,2,1,0,90.35,190.5,0,180.7,1.0542335362479247,5,0,1,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1,0,0,20,1,1,98.55,1842.8,1,1971.0,0.934956874682902,6,0,1,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
0,0,0,66,1,0,19.7,1253.8,0,1300.2,0.9643131825872941,1,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False
0,0,0,3,1,0,19.85,57.2,0,59.550000000000004,0.9605373635600336,1,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
0,0,1,15,1,1,85.9,1269.55,1,1288.5,0.9852929763290648,4,0,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0,1,1,72,1,1,90.35,6563.4,0,6505.2,1.0089466888028038,6,1,1,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0,0,0,1,1,0,20.8,20.8,0,20.8,1.0,1,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
0,0,0,22,1,0,89.25,1907.85,1,1963.5,0.9716577540106951,4,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
0,1,0,3,1,1,70.3,208.85,1,210.89999999999998,0.9902797534376483,2,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,1,1,72,1,0,66.85,4758.8,0,4813.2,0.9886977478600516,6,1,1,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0,1,1,65,1,0,19.9,1292.6,0,1293.5,0.9993042133745651,1,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False
0,0,0,11,0,1,35.8,363.15,0,393.79999999999995,0.9221686135093957,2,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
0,0,0,22,1,1,78.85,1600.25,0,1734.6999999999998,0.9224938029630485,4,0,1,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
0,0,0,14,1,0,20.4,275.7,0,285.59999999999997,0.9653361344537816,1,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False
0,0,0,41,1,1,74.25,3089.1,0,3044.25,1.0147326927814733,3,1,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
0,1,0,17,1,0,64.8,1175.6,0,1101.6,1.0671750181554103,5,0,1,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,True
0,0,0,11,1,1,20.45,237.3,0,224.95,1.054901089130918,1,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False
0,0,0,15,1,1,93.35,1444.65,1,1400.25,1.0317086234600965,5,0,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
0,0,0,1,1,0,19.9,19.9,1,19.9,1.0,1,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
0,1,0,5,1,1,88.9,454.15,1,444.5,1.0217097862767153,5,0,1,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0,1,0,33,1,1,95.8,3036.75,1,3161.4,0.9605712658948566,5,0,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False
0,1,0,72,1,1,110.65,8065.65,0,7966.8,1.0124077421298388,8,0,1,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False
0,1,1,3,0,0,40.3,92.5,0,120.89999999999999,0.7650951199338296,3,0,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0,0,0,2,1,1,82.0,184.65,1,164.0,1.1259146341463415,4,0,1,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,1,0,59,1,1,107.0,6152.3,0,6313.0,0.974544590527483,8,1,1,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False
0,0,0,2,1,0,45.35,89.5,1,90.7,0.9867695700110253,2,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0,1,1,71,1,1,73.35,5154.5,0,5207.849999999999,0.9897558493428191,6,1,1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False
0,1,1,5,1,0,44.8,220.45,0,224.0,0.9841517857142856,2,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0,1,1,27,1,1,54.75,1510.3,0,1478.25,1.0216810417723658,4,0,1,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
0,0,0,1,1,1,52.2,52.2,1,52.2,1.0,3,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0,0,1,63,0,1,40.6,2588.95,0,2557.8,1.0121784345922276,4,1,1,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
1,0,0,46,1,1,110.0,4874.8,1,5060.0,0.9633992094861661,8,0,1,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False
0,1,1,72,1,0,55.3,3983.6,0,3981.6,1.0005023106288928,4,0,1,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0,1,0,34,1,1,60.85,2003.6,0,2068.9,0.9684373338489052,5,1,1,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,1,1,24,1,0,78.4,1832.4,0,1881.6000000000001,0.9738520408163265,7,0,1,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False
0,0,0,72,1,0,69.65,4908.25,0,5014.8,0.9787528914413336,7,1,1,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0,1,1,60,0,0,59.85,3590.2,0,3591.0,0.9997772208298523,6,1,1,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,True
0,0,0,68,1,1,76.9,5023.0,0,5229.200000000001,0.9605675820393176,7,0,1,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False
0,1,1,8,1,1,19.85,146.6,0,158.8,0.9231738035264483,1,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,True,False
0,0,1,34,1,0,67.65,2339.3,0,2300.1000000000004,1.0170427372722923,6,1,1,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True
0,0,0,6,0,0,45.0,298.7,0,270.0,1.1062962962962963,3,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True
0,1,0,2,1,1,64.2,143.65,0,128.4,1.1187694704049844,5,1,1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0,0,0,31,1,0,81.7,2548.65,0,2532.7000000000003,1.0062976270383384,4,1,0,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
0,1,1,20,1,1,25.55,507.4,0,511.0,0.9929549902152641,2,0,0,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False
0,1,1,1,1,0,20.0,20.0,0,20.0,1.0,1,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False
0,0,0,62,1,1,96.75,6125.4,1,5998.5,1.0211552888222055,6,0,1,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False
